Name of seller,Seller ID,Date,Region,State,Soda brand,Unit Price,Units Sold,Expenses,,,,
FizzySip,1128299,5-10-2022,West,Colorado,Coca-Cola,$0.55 ,"5,250",$231 ,,,,
FizzySip,1128299,5-10-2022,West,Colorado,Diet Coke,$0.60 ,"5,250",$347 ,,,,
FizzySip,1128299,5-10-2022,West,Colorado,Sprite,$0.55 ,"3,500",$289 ,,,,
FizzySip,1128299,5-10-2022,West,Colorado,Fanta,$0.55 ,"3,250",$608 ,,,,
FizzySip,1128299,5-10-2022,West,Colorado,Powerade,$0.65 ,"3,000",$663 ,,,,
FizzySip,1128299,5-10-2022,West,Colorado,Dasani Water,$0.70 ,"3,500",$833 ,,,,
FizzySip,1128299,5-11-2022,West,Colorado,Coca-Cola,$0.55 ,"5,750","$1,550 ",,,,
FizzySip,1128299,5-11-2022,West,Colorado,Diet Coke,$0.60 ,"5,750",$483 ,,,,
FizzySip,1128299,5-11-2022,West,Colorado,Sprite,$0.55 ,"4,250",$327 ,,,,
FizzySip,1128299,5-11-2022,West,Colorado,Fanta,$0.65 ,"4,000",$390 ,,,,
FizzySip,1128299,5-11-2022,West,Colorado,Powerade,$0.75 ,"3,750",$675 ,,,,
FizzySip,1128299,5-11-2022,West,Colorado,Dasani Water,$0.80 ,"5,000",$760 ,,,,
FizzySip,1128299,4-12-2022,West,Colorado,Coca-Cola,$0.65 ,"7,000","$2,093 ",,,,
FizzySip,1128299,4-12-2022,West,Colorado,Diet Coke,$0.70 ,"7,000",$637 ,,,,
FizzySip,1128299,4-12-2022,West,Colorado,Sprite,$0.65 ,"5,000",$683 ,,,,
FizzySip,1128299,4-12-2022,West,Colorado,Fanta,$0.65 ,"5,000","$1,333 ",,,,
FizzySip,1128299,4-12-2022,West,Colorado,Powerade,$0.75 ,"4,250",$574 ,,,,
FizzySip,1128299,4-12-2022,West,Colorado,Dasani Water,$0.80 ,"5,250",$336 ,,,,
FizzySip,1128299,3-1-2022,West,Washington,Coca-Cola,$0.40 ,"4,500",$378 ,,,,
FizzySip,1128299,3-1-2022,West,Washington,Diet Coke,$0.50 ,"4,500",$765 ,,,,
FizzySip,1128299,3-1-2022,West,Washington,Sprite,$0.50 ,"4,500",$270 ,,,,
FizzySip,1128299,3-1-2022,West,Washington,Fanta,$0.50 ,"3,000",$195 ,,,,
FizzySip,1128299,3-1-2022,West,Washington,Powerade,$0.55 ,"2,500",$234 ,,,,
FizzySip,1128299,3-1-2022,West,Washington,Dasani Water,$0.50 ,"5,000",$525 ,,,,
FizzySip,1128299,3-2-2022,West,Washington,Coca-Cola,$0.40 ,"5,500",$308 ,,,,
FizzySip,1128299,3-2-2022,West,Washington,Diet Coke,$0.50 ,"4,500",$113 ,,,,
FizzySip,1128299,3-2-2022,West,Washington,Sprite,$0.50 ,"4,500",$180 ,,,,
FizzySip,1128299,3-2-2022,West,Washington,Fanta,$0.50 ,"3,000",$165 ,,,,
FizzySip,1128299,3-2-2022,West,Washington,Powerade,$0.55 ,"2,250",$186 ,,,,
FizzySip,1128299,3-2-2022,West,Washington,Dasani Water,$0.50 ,"4,250",$723 ,,,,
FizzySip,1128299,2-3-2022,West,Washington,Coca-Cola,$0.50 ,"5,750",$978 ,,,,
FizzySip,1128299,2-3-2022,West,Washington,Diet Coke,$0.60 ,"4,250",$867 ,,,,
FizzySip,1128299,2-3-2022,West,Washington,Sprite,$0.65 ,"4,250","$1,354 ",,,,
FizzySip,1128299,2-3-2022,West,Washington,Fanta,$0.65 ,"3,250",$296 ,,,,
FizzySip,1128299,2-3-2022,West,Washington,Powerade,$0.70 ,"1,750",$172 ,,,,
FizzySip,1128299,2-3-2022,West,Washington,Dasani Water,$0.65 ,"3,750",$366 ,,,,
FizzySip,1128299,3-4-2022,West,Washington,Coca-Cola,$0.70 ,"5,500",$924 ,,,,
FizzySip,1128299,3-4-2022,West,Washington,Diet Coke,$0.75 ,"3,500",$499 ,,,,
FizzySip,1128299,3-4-2022,West,Washington,Sprite,$0.75 ,"4,000","$1,380 ",,,,
FizzySip,1128299,3-4-2022,West,Washington,Fanta,$0.60 ,"3,000",$234 ,,,,
FizzySip,1128299,3-4-2022,West,Washington,Powerade,$0.65 ,"2,000",$273 ,,,,
FizzySip,1128299,3-4-2022,West,Washington,Dasani Water,$0.80 ,"3,500","$1,148 ",,,,
FizzySip,1128299,4-5-2022,West,Washington,Coca-Cola,$0.60 ,"5,500",$594 ,,,,
FizzySip,1128299,4-5-2022,West,Washington,Diet Coke,$0.65 ,"4,000",$208 ,,,,
FizzySip,1128299,4-5-2022,West,Washington,Sprite,$0.65 ,"4,000",$988 ,,,,
FizzySip,1128299,4-5-2022,West,Washington,Fanta,$0.60 ,"3,000",$378 ,,,,
FizzySip,1128299,4-5-2022,West,Washington,Powerade,$0.65 ,"2,000",$442 ,,,,
FizzySip,1128299,4-5-2022,West,Washington,Dasani Water,$0.80 ,"5,000",$480 ,,,,
FizzySip,1128299,3-6-2022,West,Washington,Coca-Cola,$0.75 ,"7,500",$731 ,,,,
FizzySip,1128299,3-6-2022,West,Washington,Diet Coke,$0.80 ,"6,250",$850 ,,,,
FizzySip,1128299,3-6-2022,West,Washington,Sprite,$0.80 ,"6,250","$1,050 ",,,,
FizzySip,1128299,3-6-2022,West,Washington,Fanta,$0.80 ,"5,000",$560 ,,,,
FizzySip,1128299,3-6-2022,West,Washington,Powerade,$0.85 ,"3,750",$159 ,,,,
FizzySip,1128299,3-6-2022,West,Washington,Dasani Water,$1.00 ,"6,750",$540 ,,,,
FizzySip,1128299,2-7-2022,West,Washington,Coca-Cola,$0.80 ,"8,250",$726 ,,,,
FizzySip,1128299,2-7-2022,West,Washington,Diet Coke,$0.85 ,"6,750",$861 ,,,,
FizzySip,1128299,2-7-2022,West,Washington,Sprite,$0.85 ,"6,250","$1,806 ",,,,
FizzySip,1128299,2-7-2022,West,Washington,Fanta,$0.80 ,"5,250","$1,428 ",,,,
FizzySip,1128299,2-7-2022,West,Washington,Powerade,$0.85 ,"5,750","$1,662 ",,,,
FizzySip,1128299,2-7-2022,West,Washington,Dasani Water,$1.00 ,"5,750","$2,818 ",,,,
FizzySip,1128299,3-8-2022,West,Washington,Coca-Cola,$0.85 ,"7,750",$922 ,,,,
FizzySip,1128299,3-8-2022,West,Washington,Diet Coke,$0.80 ,"7,500",$840 ,,,,
FizzySip,1128299,3-8-2022,West,Washington,Sprite,$0.75 ,"6,250",$703 ,,,,
FizzySip,1128299,3-8-2022,West,Washington,Fanta,$0.75 ,"5,750","$1,035 ",,,,
FizzySip,1128299,3-8-2022,West,Washington,Powerade,$0.75 ,"5,750",$819 ,,,,
FizzySip,1128299,3-8-2022,West,Washington,Dasani Water,$0.80 ,"4,000","$1,472 ",,,,
FizzySip,1128299,4-9-2022,West,Washington,Coca-Cola,$0.70 ,"6,000",$546 ,,,,
FizzySip,1128299,4-9-2022,West,Washington,Diet Coke,$0.75 ,"6,000",$945 ,,,,
FizzySip,1128299,4-9-2022,West,Washington,Sprite,$0.70 ,"4,500","$1,292 ",,,,
FizzySip,1128299,4-9-2022,West,Washington,Fanta,$0.70 ,"4,000",$504 ,,,,
FizzySip,1128299,4-9-2022,West,Washington,Powerade,$0.80 ,"4,250",$272 ,,,,
FizzySip,1128299,4-9-2022,West,Washington,Dasani Water,$0.65 ,"4,500","$1,112 ",,,,
FizzySip,1128299,3-10-2022,West,Washington,Coca-Cola,$0.60 ,"5,500",$693 ,,,,
FizzySip,1128299,3-10-2022,West,Washington,Diet Coke,$0.65 ,"5,500","$1,216 ",,,,
FizzySip,1128299,3-10-2022,West,Washington,Sprite,$0.60 ,"3,750",$270 ,,,,
FizzySip,1128299,3-10-2022,West,Washington,Fanta,$0.60 ,"3,500",$273 ,,,,
FizzySip,1128299,3-10-2022,West,Washington,Powerade,$0.70 ,"3,250",$387 ,,,,
FizzySip,1128299,3-10-2022,West,Washington,Dasani Water,$0.75 ,"3,750",$591 ,,,,
FizzySip,1128299,3-11-2022,West,Washington,Coca-Cola,$0.60 ,"6,000",$504 ,,,,
FizzySip,1128299,3-11-2022,West,Washington,Diet Coke,$0.65 ,"6,250",$203 ,,,,
FizzySip,1128299,3-11-2022,West,Washington,Sprite,$0.60 ,"4,750",$228 ,,,,
FizzySip,1128299,3-11-2022,West,Washington,Fanta,$0.70 ,"4,500",$347 ,,,,
FizzySip,1128299,3-11-2022,West,Washington,Powerade,$0.90 ,"4,250",$574 ,,,,
FizzySip,1128299,3-11-2022,West,Washington,Dasani Water,$0.95 ,"5,500","$1,777 ",,,,
FizzySip,1128299,2-12-2022,West,Washington,Coca-Cola,$0.80 ,"7,500","$2,040 ",,,,
FizzySip,1128299,2-12-2022,West,Washington,Diet Coke,$0.85 ,"7,500","$2,168 ",,,,
FizzySip,1128299,2-12-2022,West,Washington,Sprite,$0.80 ,"5,500","$2,156 ",,,,
FizzySip,1128299,2-12-2022,West,Washington,Fanta,$0.80 ,"5,500",$616 ,,,,
FizzySip,1128299,2-12-2022,West,Washington,Powerade,$0.90 ,"4,750",$599 ,,,,
FizzySip,1128299,2-12-2022,West,Washington,Dasani Water,$0.95 ,"5,750",$819 ,,,,
Sodapop,1185732,12-1-2022,Southeast,Florida,Coca-Cola,$0.45 ,"10,500","$1,134 ",,,,
Sodapop,1185732,12-1-2022,Southeast,Florida,Diet Coke,$0.45 ,"8,500",$727 ,,,,
Sodapop,1185732,12-1-2022,Southeast,Florida,Sprite,$0.35 ,"8,500","$1,369 ",,,,
Sodapop,1185732,12-1-2022,Southeast,Florida,Fanta,$0.40 ,"7,000",$364 ,,,,
Sodapop,1185732,12-1-2022,Southeast,Florida,Powerade,$0.55 ,"7,500",$866 ,,,,
Sodapop,1185732,12-1-2022,Southeast,Florida,Dasani Water,$0.45 ,"8,500","$1,568 ",,,,
Sodapop,1185732,10-2-2022,Southeast,Florida,Coca-Cola,$0.45 ,"11,000",$891 ,,,,
Sodapop,1185732,10-2-2022,Southeast,Florida,Diet Coke,$0.45 ,"7,500",$270 ,,,,
Sodapop,1185732,10-2-2022,Southeast,Florida,Sprite,$0.35 ,"8,000",$588 ,,,,
Sodapop,1185732,10-2-2022,Southeast,Florida,Fanta,$0.40 ,"6,750",$918 ,,,,
Sodapop,1185732,10-2-2022,Southeast,Florida,Powerade,$0.55 ,"7,500",$495 ,,,,
Sodapop,1185732,10-2-2022,Southeast,Florida,Dasani Water,$0.45 ,"8,500",$497 ,,,,
Sodapop,1185732,8-3-2022,Southeast,Florida,Coca-Cola,$0.45 ,"10,700",$819 ,,,,
Sodapop,1185732,8-3-2022,Southeast,Florida,Diet Coke,$0.45 ,"7,500",$709 ,,,,
Sodapop,1185732,8-3-2022,Southeast,Florida,Sprite,$0.35 ,"7,750",$380 ,,,,
Sodapop,1185732,8-3-2022,Southeast,Florida,Fanta,$0.40 ,"6,250",$125 ,,,,
Sodapop,1185732,8-3-2022,Southeast,Florida,Powerade,$0.55 ,"6,750",$297 ,,,,
Sodapop,1185732,8-3-2022,Southeast,Florida,Dasani Water,$0.45 ,"7,750",$384 ,,,,
Sodapop,1185732,9-4-2022,Southeast,Florida,Coca-Cola,$0.45 ,"10,250",$692 ,,,,
Sodapop,1185732,9-4-2022,Southeast,Florida,Diet Coke,$0.45 ,"7,250","$1,109 ",,,,
Sodapop,1185732,9-4-2022,Southeast,Florida,Sprite,$0.35 ,"7,250",$863 ,,,,
Sodapop,1185732,9-4-2022,Southeast,Florida,Fanta,$0.40 ,"6,500",$884 ,,,,
Sodapop,1185732,9-4-2022,Southeast,Florida,Powerade,$0.55 ,"6,750","$1,819 ",,,,
Sodapop,1185732,9-4-2022,Southeast,Florida,Dasani Water,$0.45 ,"8,000",$504 ,,,,
Sodapop,1185732,8-5-2022,Southeast,Florida,Coca-Cola,$0.55 ,"10,700",$824 ,,,,
Sodapop,1185732,8-5-2022,Southeast,Florida,Diet Coke,$0.55 ,"7,750",$639 ,,,,
Sodapop,1185732,8-5-2022,Southeast,Florida,Sprite,$0.50 ,"7,500",$900 ,,,,
Sodapop,1185732,8-5-2022,Southeast,Florida,Fanta,$0.50 ,"7,000",$665 ,,,,
Sodapop,1185732,8-5-2022,Southeast,Florida,Powerade,$0.60 ,"7,250","$2,001 ",,,,
Sodapop,1185732,8-5-2022,Southeast,Florida,Dasani Water,$0.65 ,"8,250",$697 ,,,,
Sodapop,1185732,10-6-2022,Southeast,Florida,Coca-Cola,$0.60 ,"10,750","$1,355 ",,,,
Sodapop,1185732,10-6-2022,Southeast,Florida,Diet Coke,$0.55 ,"8,250","$1,860 ",,,,
Sodapop,1185732,10-6-2022,Southeast,Florida,Sprite,$0.50 ,"8,000",$720 ,,,,
Sodapop,1185732,10-6-2022,Southeast,Florida,Fanta,$0.50 ,"7,750",$310 ,,,,
Sodapop,1185732,10-6-2022,Southeast,Florida,Powerade,$0.65 ,"7,750","$1,058 ",,,,
Sodapop,1185732,10-6-2022,Southeast,Florida,Dasani Water,$0.70 ,"9,250","$2,202 ",,,,
Sodapop,1185732,8-7-2022,Southeast,Florida,Coca-Cola,$0.65 ,"11,500",$897 ,,,,
Sodapop,1185732,8-7-2022,Southeast,Florida,Diet Coke,$0.60 ,"9,000",$702 ,,,,
Sodapop,1185732,8-7-2022,Southeast,Florida,Sprite,$0.55 ,"8,250",$771 ,,,,
Sodapop,1185732,8-7-2022,Southeast,Florida,Fanta,$0.55 ,"7,750",$895 ,,,,
Sodapop,1185732,8-7-2022,Southeast,Florida,Powerade,$0.65 ,"8,000",$728 ,,,,
Sodapop,1185732,8-7-2022,Southeast,Florida,Dasani Water,$0.70 ,"9,750",$341 ,,,,
Sodapop,1185732,9-8-2022,Southeast,Florida,Coca-Cola,$0.65 ,"11,250",$585 ,,,,
Sodapop,1185732,9-8-2022,Southeast,Florida,Diet Coke,$0.60 ,"9,000",$594 ,,,,
Sodapop,1185732,9-8-2022,Southeast,Florida,Sprite,$0.55 ,"8,250",$681 ,,,,
Sodapop,1185732,9-8-2022,Southeast,Florida,Fanta,$0.45 ,"7,750","$1,186 ",,,,
Sodapop,1185732,9-8-2022,Southeast,Florida,Powerade,$0.55 ,"7,500","$1,403 ",,,,
Sodapop,1185732,9-8-2022,Southeast,Florida,Dasani Water,$0.60 ,"9,250","$1,887 ",,,,
Sodapop,1185732,8-9-2022,Southeast,Florida,Coca-Cola,$0.55 ,"10,500","$2,830 ",,,,
Sodapop,1185732,8-9-2022,Southeast,Florida,Diet Coke,$0.50 ,"8,500",$595 ,,,,
Sodapop,1185732,8-9-2022,Southeast,Florida,Sprite,$0.45 ,"7,500",$473 ,,,,
Sodapop,1185732,8-9-2022,Southeast,Florida,Fanta,$0.45 ,"7,250",$489 ,,,,
Sodapop,1185732,8-9-2022,Southeast,Florida,Powerade,$0.55 ,"7,250",$957 ,,,,
Sodapop,1185732,8-9-2022,Southeast,Florida,Dasani Water,$0.60 ,"8,250",$941 ,,,,
Sodapop,1185732,10-10-2022,Southeast,Florida,Coca-Cola,$0.60 ,"10,000","$2,760 ",,,,
Sodapop,1185732,10-10-2022,Southeast,Florida,Diet Coke,$0.50 ,"8,250",$536 ,,,,
Sodapop,1185732,10-10-2022,Southeast,Florida,Sprite,$0.50 ,"7,250",$761 ,,,,
Sodapop,1185732,10-10-2022,Southeast,Florida,Fanta,$0.50 ,"7,000","$1,435 ",,,,
Sodapop,1185732,10-10-2022,Southeast,Florida,Powerade,$0.60 ,"7,000",$756 ,,,,
Sodapop,1185732,10-10-2022,Southeast,Florida,Dasani Water,$0.65 ,"8,250",$429 ,,,,
Sodapop,1185732,9-11-2022,Southeast,Florida,Coca-Cola,$0.60 ,"9,750","$1,229 ",,,,
Sodapop,1185732,9-11-2022,Southeast,Florida,Diet Coke,$0.50 ,"8,000","$1,360 ",,,,
Sodapop,1185732,9-11-2022,Southeast,Florida,Sprite,$0.50 ,"7,450",$447 ,,,,
Sodapop,1185732,9-11-2022,Southeast,Florida,Fanta,$0.50 ,"7,750",$504 ,,,,
Sodapop,1185732,9-11-2022,Southeast,Florida,Powerade,$0.65 ,"7,500",$829 ,,,,
Sodapop,1185732,9-11-2022,Southeast,Florida,Dasani Water,$0.70 ,"8,500","$1,250 ",,,,
Sodapop,1185732,8-12-2022,Southeast,Florida,Coca-Cola,$0.65 ,"10,750",$978 ,,,,
Sodapop,1185732,8-12-2022,Southeast,Florida,Diet Coke,$0.55 ,"8,750",$241 ,,,,
Sodapop,1185732,8-12-2022,Southeast,Florida,Sprite,$0.55 ,"8,250",$363 ,,,,
Sodapop,1185732,8-12-2022,Southeast,Florida,Fanta,$0.55 ,"7,750",$469 ,,,,
Sodapop,1185732,8-12-2022,Southeast,Florida,Powerade,$0.65 ,"7,750",$756 ,,,,
Sodapop,1185732,8-12-2022,Southeast,Florida,Dasani Water,$0.70 ,"8,750","$2,083 ",,,,
Sodapop,1185732,13-1-2022,Midwest,Minnesota,Coca-Cola,$0.35 ,"4,500",$536 ,,,,
Sodapop,1185732,13-1-2022,Midwest,Minnesota,Diet Coke,$0.35 ,"2,500",$298 ,,,,
Sodapop,1185732,13-1-2022,Midwest,Minnesota,Sprite,$0.25 ,"2,500",$306 ,,,,
Sodapop,1185732,13-1-2022,Midwest,Minnesota,Fanta,$0.30 ,"1,000",$42 ,,,,
Sodapop,1185732,13-1-2022,Midwest,Minnesota,Powerade,$0.45 ,"1,500",$95 ,,,,
Sodapop,1185732,13-1-2022,Midwest,Minnesota,Dasani Water,$0.35 ,"2,500",$131 ,,,,
Sodapop,1185732,13-2-2022,Midwest,Minnesota,Coca-Cola,$0.35 ,"5,000",$420 ,,,,
Sodapop,1185732,13-2-2022,Midwest,Minnesota,Diet Coke,$0.35 ,"1,500",$100 ,,,,
Sodapop,1185732,13-2-2022,Midwest,Minnesota,Sprite,$0.25 ,"2,000",$230 ,,,,
Sodapop,1185732,13-2-2022,Midwest,Minnesota,Fanta,$0.30 ,750,$29 ,,,,
Sodapop,1185732,13-2-2022,Midwest,Minnesota,Powerade,$0.45 ,"1,500",$142 ,,,,
Sodapop,1185732,13-2-2022,Midwest,Minnesota,Dasani Water,$0.35 ,"2,250",$323 ,,,,
Sodapop,1185732,12-3-2022,Midwest,Minnesota,Coca-Cola,$0.40 ,"4,450",$320 ,,,,
Sodapop,1185732,12-3-2022,Midwest,Minnesota,Diet Coke,$0.40 ,"1,250",$40 ,,,,
Sodapop,1185732,12-3-2022,Midwest,Minnesota,Sprite,$0.30 ,"1,750",$110 ,,,,
Sodapop,1185732,12-3-2022,Midwest,Minnesota,Fanta,$0.35 ,250,$30 ,,,,
Sodapop,1185732,12-3-2022,Midwest,Minnesota,Powerade,$0.50 ,750,$45 ,,,,
Sodapop,1185732,12-3-2022,Midwest,Minnesota,Dasani Water,$0.40 ,"1,750",$91 ,,,,
Sodapop,1185732,13-4-2022,Midwest,Minnesota,Coca-Cola,$0.40 ,"4,000",$272 ,,,,
Sodapop,1185732,13-4-2022,Midwest,Minnesota,Diet Coke,$0.40 ,"1,000",$84 ,,,,
Sodapop,1185732,13-4-2022,Midwest,Minnesota,Sprite,$0.30 ,"1,000",$42 ,,,,
Sodapop,1185732,13-4-2022,Midwest,Minnesota,Fanta,$0.35 ,250,$4 ,,,,
Sodapop,1185732,13-4-2022,Midwest,Minnesota,Powerade,$0.50 ,500,$20 ,,,,
Sodapop,1185732,13-4-2022,Midwest,Minnesota,Dasani Water,$0.40 ,"1,750",$77 ,,,,
Sodapop,1185732,14-5-2022,Midwest,Minnesota,Coca-Cola,$0.50 ,"4,450",$334 ,,,,
Sodapop,1185732,14-5-2022,Midwest,Minnesota,Diet Coke,$0.45 ,"1,500",$230 ,,,,
Sodapop,1185732,14-5-2022,Midwest,Minnesota,Sprite,$0.40 ,"1,250",$170 ,,,,
Sodapop,1185732,14-5-2022,Midwest,Minnesota,Fanta,$0.40 ,500,$68 ,,,,
Sodapop,1185732,14-5-2022,Midwest,Minnesota,Powerade,$0.55 ,750,$202 ,,,,
Sodapop,1185732,14-5-2022,Midwest,Minnesota,Dasani Water,$0.60 ,"1,750",$147 ,,,,
Sodapop,1185732,13-6-2022,Midwest,Minnesota,Coca-Cola,$0.45 ,"4,250",$268 ,,,,
Sodapop,1185732,13-6-2022,Midwest,Minnesota,Diet Coke,$0.40 ,"1,750",$105 ,,,,
Sodapop,1185732,13-6-2022,Midwest,Minnesota,Sprite,$0.35 ,"1,750",$147 ,,,,
Sodapop,1185732,13-6-2022,Midwest,Minnesota,Fanta,$0.35 ,"1,500",$100 ,,,,
Sodapop,1185732,13-6-2022,Midwest,Minnesota,Powerade,$0.50 ,"1,500",$345 ,,,,
Sodapop,1185732,13-6-2022,Midwest,Minnesota,Dasani Water,$0.55 ,"3,250",$232 ,,,,
Sodapop,1185732,12-7-2022,Midwest,Minnesota,Coca-Cola,$0.50 ,"5,500",$578 ,,,,
Sodapop,1185732,12-7-2022,Midwest,Minnesota,Diet Coke,$0.45 ,"3,000",$554 ,,,,
Sodapop,1185732,12-7-2022,Midwest,Minnesota,Sprite,$0.40 ,"2,250",$162 ,,,,
Sodapop,1185732,12-7-2022,Midwest,Minnesota,Fanta,$0.40 ,"1,750",$56 ,,,,
Sodapop,1185732,12-7-2022,Midwest,Minnesota,Powerade,$0.50 ,"2,000",$380 ,,,,
Sodapop,1185732,12-7-2022,Midwest,Minnesota,Dasani Water,$0.55 ,"3,750",$433 ,,,,
Sodapop,1185732,13-8-2022,Midwest,Minnesota,Coca-Cola,$0.50 ,"5,250",$893 ,,,,
Sodapop,1185732,13-8-2022,Midwest,Minnesota,Diet Coke,$0.45 ,"3,000",$162 ,,,,
Sodapop,1185732,13-8-2022,Midwest,Minnesota,Sprite,$0.40 ,"2,250",$117 ,,,,
Sodapop,1185732,13-8-2022,Midwest,Minnesota,Fanta,$0.35 ,"1,750",$104 ,,,,
Sodapop,1185732,13-8-2022,Midwest,Minnesota,Powerade,$0.45 ,"1,500",$142 ,,,,
Sodapop,1185732,13-8-2022,Midwest,Minnesota,Dasani Water,$0.50 ,"3,250",$228 ,,,,
Sodapop,1185732,14-9-2022,Midwest,Minnesota,Coca-Cola,$0.45 ,"4,500",$101 ,,,,
Sodapop,1185732,14-9-2022,Midwest,Minnesota,Diet Coke,$0.40 ,"2,500",$80 ,,,,
Sodapop,1185732,14-9-2022,Midwest,Minnesota,Sprite,$0.25 ,"1,500",$41 ,,,,
Sodapop,1185732,14-9-2022,Midwest,Minnesota,Fanta,$0.25 ,"1,250",$47 ,,,,
Sodapop,1185732,14-9-2022,Midwest,Minnesota,Powerade,$0.35 ,"1,250",$149 ,,,,
Sodapop,1185732,14-9-2022,Midwest,Minnesota,Dasani Water,$0.40 ,"2,000",$272 ,,,,
Sodapop,1185732,13-10-2022,Midwest,Minnesota,Coca-Cola,$0.45 ,"3,750",$574 ,,,,
Sodapop,1185732,13-10-2022,Midwest,Minnesota,Diet Coke,$0.35 ,"2,000",$343 ,,,,
Sodapop,1185732,13-10-2022,Midwest,Minnesota,Sprite,$0.35 ,"1,000",$49 ,,,,
Sodapop,1185732,13-10-2022,Midwest,Minnesota,Fanta,$0.35 ,750,$37 ,,,,
Sodapop,1185732,13-10-2022,Midwest,Minnesota,Powerade,$0.45 ,750,$51 ,,,,
Sodapop,1185732,13-10-2022,Midwest,Minnesota,Dasani Water,$0.50 ,"2,000",$240 ,,,,
Sodapop,1185732,13-11-2022,Midwest,Minnesota,Coca-Cola,$0.50 ,"3,500",$333 ,,,,
Sodapop,1185732,13-11-2022,Midwest,Minnesota,Diet Coke,$0.40 ,"2,000",$368 ,,,,
Sodapop,1185732,13-11-2022,Midwest,Minnesota,Sprite,$0.40 ,"1,450",$75 ,,,,
Sodapop,1185732,13-11-2022,Midwest,Minnesota,Fanta,$0.40 ,"1,500",$126 ,,,,
Sodapop,1185732,13-11-2022,Midwest,Minnesota,Powerade,$0.55 ,"1,250",$282 ,,,,
Sodapop,1185732,13-11-2022,Midwest,Minnesota,Dasani Water,$0.60 ,"2,250",$243 ,,,,
Sodapop,1185732,12-12-2022,Midwest,Minnesota,Coca-Cola,$0.55 ,"4,750",$209 ,,,,
Sodapop,1185732,12-12-2022,Midwest,Minnesota,Diet Coke,$0.45 ,"2,750",$470 ,,,,
Sodapop,1185732,12-12-2022,Midwest,Minnesota,Sprite,$0.45 ,"2,250",$213 ,,,,
Sodapop,1185732,12-12-2022,Midwest,Minnesota,Fanta,$0.45 ,"1,750",$268 ,,,,
Sodapop,1185732,12-12-2022,Midwest,Minnesota,Powerade,$0.55 ,"1,750",$116 ,,,,
Sodapop,1185732,12-12-2022,Midwest,Minnesota,Dasani Water,$0.60 ,"2,750",$215 ,,,,
DreamCo,1189833,17-1-2022,Midwest,Montana,Coca-Cola,$0.35 ,"4,750",$283 ,,,,
DreamCo,1189833,17-1-2022,Midwest,Montana,Diet Coke,$0.45 ,"4,750",$449 ,,,,
DreamCo,1189833,17-1-2022,Midwest,Montana,Sprite,$0.45 ,"4,750",$299 ,,,,
DreamCo,1189833,17-1-2022,Midwest,Montana,Fanta,$0.45 ,"3,250",$73 ,,,,
DreamCo,1189833,17-1-2022,Midwest,Montana,Powerade,$0.50 ,"2,750",$110 ,,,,
DreamCo,1189833,17-1-2022,Midwest,Montana,Dasani Water,$0.45 ,"4,750",$235 ,,,,
DreamCo,1189833,17-2-2022,Midwest,Montana,Coca-Cola,$0.35 ,"5,250",$276 ,,,,
DreamCo,1189833,17-2-2022,Midwest,Montana,Diet Coke,$0.45 ,"4,250",$650 ,,,,
DreamCo,1189833,17-2-2022,Midwest,Montana,Sprite,$0.45 ,"4,500",$689 ,,,,
DreamCo,1189833,17-2-2022,Midwest,Montana,Fanta,$0.45 ,"3,000",$459 ,,,,
DreamCo,1189833,17-2-2022,Midwest,Montana,Powerade,$0.50 ,"2,250",$551 ,,,,
DreamCo,1189833,17-2-2022,Midwest,Montana,Dasani Water,$0.45 ,"4,250",$268 ,,,,
DreamCo,1189833,16-3-2022,Midwest,Montana,Coca-Cola,$0.35 ,"5,750",$282 ,,,,
DreamCo,1189833,16-3-2022,Midwest,Montana,Diet Coke,$0.45 ,"4,250",$287 ,,,,
DreamCo,1189833,16-3-2022,Midwest,Montana,Sprite,$0.45 ,"4,250",$459 ,,,,
DreamCo,1189833,16-3-2022,Midwest,Montana,Fanta,$0.45 ,"3,250",$278 ,,,,
DreamCo,1189833,16-3-2022,Midwest,Montana,Powerade,$0.50 ,"2,000",$460 ,,,,
DreamCo,1189833,16-3-2022,Midwest,Montana,Dasani Water,$0.45 ,"4,000",$234 ,,,,
DreamCo,1189833,17-4-2022,Midwest,Montana,Coca-Cola,$0.45 ,"5,750",$543 ,,,,
DreamCo,1189833,17-4-2022,Midwest,Montana,Diet Coke,$0.45 ,"3,750",$692 ,,,,
DreamCo,1189833,17-4-2022,Midwest,Montana,Sprite,$0.45 ,"4,000",$324 ,,,,
DreamCo,1189833,17-4-2022,Midwest,Montana,Fanta,$0.40 ,"3,000",$96 ,,,,
DreamCo,1189833,17-4-2022,Midwest,Montana,Powerade,$0.45 ,"2,000",$189 ,,,,
DreamCo,1189833,17-4-2022,Midwest,Montana,Dasani Water,$0.60 ,"3,750",$765 ,,,,
DreamCo,1189833,18-5-2022,Midwest,Montana,Coca-Cola,$0.40 ,"5,750",$276 ,,,,
DreamCo,1189833,18-5-2022,Midwest,Montana,Diet Coke,$0.45 ,"4,250",$249 ,,,,
DreamCo,1189833,18-5-2022,Midwest,Montana,Sprite,$0.45 ,"4,250",$325 ,,,,
DreamCo,1189833,18-5-2022,Midwest,Montana,Fanta,$0.40 ,"3,250",$273 ,,,,
DreamCo,1189833,18-5-2022,Midwest,Montana,Powerade,$0.45 ,"2,250",$142 ,,,,
